,bad_bigram,V2,sentiment,genre,
8477,twin sister,62,,,
8478,twin sisters,10,,,
8479,twins but,10,,,
8480,twins have,10,,,
8481,twist and,10,,,
8482,twist at,19,,,
8483,twist but,9,,,
8484,twist ending,15,,,
8485,twist in,10,,,
8486,twist that,25,,,
8487,twists and,10,,,
8488,twists but,10,,,
8489,two actors,15,,,
8490,two and,25,,,
8491,two comedians,9,,,
8492,two dads,25,,,
8493,two go,15,,,
8494,two good,10,,,
8495,two he,10,,,
8496,two hour,15,,,
8497,two hours,10,,,
8498,two in,10,,,
8499,two it,10,,,
8500,two kids,19,,,
8501,two lead,10,,,
8502,two main,10,,,
8503,two of,20,,,
8504,two stars,9,,,
8505,two years,15,,,
8506,type of,58,,,
8507,types of,10,,,
8508,typical will,13,,,
8509,tyrese gibson,10,,,
8510,ugliest film,6,negative,,
8511,uit  gebaseer,6,,,
8512,uitgebracht op,10,,,
8513,ultimate goal,10,,,
8514,ultimately a,10,,,
8515,ultimately i,10,,,
8516,uma thurman,30,,,
8517,under the,15,,,
8518,understand all,9,,,
8519,understand the,25,,,
8520,understand why,9,negative,,
8521,understanding of,10,,,
8522,unfolding before,8,,,
8523,unfortunately burnt,10,negative,,
8524,unfortunately it,10,negative,,
8525,unfortunately the,15,negative,,
8526,unfunny and,25,negative,,
8527,unless you,29,,,
8528,unless youre,15,between,,
8529,unlike most,10,,,
8530,unlike the,15,between,,
8531,unsure if,10,between,,
8532,until about,15,,,
8533,until he,15,,,
8534,until i,20,,,
8535,until it,15,,,
8536,until the,15,,,
8537,up a,163,,,
8538,up about,14,,,
8539,up all,10,,,
8540,up an,73,,,
8541,up and,59,,,
8542,up because,10,,,
8543,up being,20,,,
8544,up but,19,,,
8545,up by,10,,,
8546,up for,49,,,
8547,up from,24,,,
8548,up in,55,,,
8549,up is,9,,,
8550,up of,15,,,
8551,up on,15,,,
8552,up the,40,,,
8553,up throughout,10,,,
8554,up to,132,,,
8555,up with,80,,,
8556,upon entering,15,,,
8557,urban legend,13,,,
8558,us a,142,,,
8559,us all,10,,,
8560,us an,75,,,
8561,us for,20,,,
8562,us from,10,,,
8563,us guessing,10,,,
8564,us how,10,,,
8565,us into,10,,,
8566,us laugh,26,,,
8567,us may,10,,,
8568,us more,10,,,
8569,us of,10,,,
8570,us on,35,,,
8571,us that,25,,,
8572,us the,73,,,
8573,us to,50,,,
8574,us who,15,,,
8575,us with,14,,,
8576,us wonder,7,,,
8577,use a,57,,,
8578,use of,114,,,
8579,used in,10,,,
8580,used to,15,,,
8581,uses a,20,,,
8582,uses the,10,,,
8583,using a,35,,,
8584,using the,30,,,
8585,usually a,14,,,
8586,usually scare,9,,,
8587,van  d,6,,,
8588,van  gebaseer,10,,,
8589,van  ui,6,,,
8590,van b,6,,,
8591,ve su,10,,,
8592,ventures to,10,,,
8593,ver  ,64,,,
8594,verge of,14,negative,,
8595,very bad,18,negative,,
8596,very creepy,13,negative,,
8597,very disappointed,10,negative,,
8598,very disjointed,10,negative,,
8599,very enjoyable,15,positive,,
8600,very entertaining,9,positive,,
8601,very few,20,,,
8602,very funny,87,positive,,
8603,very good,52,positive,,
8604,very hard,10,negative,,
8605,very interesting,15,positive,,
8606,very least,10,,,
8607,very little,20,,,
8608,very long,13,,,
8609,very much,38,,,
8610,very original,10,positive,,
8611,very predictable,14,negative,,
8612,very raunchy,9,,,
8613,very real,10,,,
8614,very scary,15,,,
8615,very similar,15,between,,
8616,very very,15,,,
8617,very week,9,negative,,
8618,very well,35,positive,,
8619,very wrong,10,negative,,
8620,vices that,10,,,
8621,video game,15,,,
8622,video games,10,,,
8623,vie for,59,,,
8624,view of,10,,,
8625,viewing i,10,,,
8626,viewing of,10,,,
8627,viewing the,10,,,
8628,views on,23,,,
8629,villain but,10,,,
8630,violence and,9,,,
8631,violence profanity,11,negative,,
8632,visit brad,10,,,
8633,voiced by,10,,,
8634,vue de,9,,,
8635,vulgar and,14,,,
8636,wahlberg and,59,,,
8637,wahlberg are,15,,,
8638,wahlberg being,10,,,
8639,wahlberg comedy,15,,,
8640,wahlberg en,15,,,
8641,wahlberg has,20,,,
8642,wahlberg have,19,,,
8643,wahlberg i,60,,,
8644,wahlberg in,10,,,
8645,wahlberg is,45,,,
8646,wahlberg make,9,,,
8647,wahlberg na,10,,,
8648,wahlberg the,15,,,
8649,wahlberg to,10,,,
8650,wahlberg work,15,,,
8651,wahlbergs character,10,,,
8652,wait for,37,,,
8653,wait to,14,,,
8654,wait until,10,,,
8655,waiting for,15,,,
8656,wake up,15,,,
8657,walk out,20,,,
8658,walked out,51,,,
8659,walking around,10,,,
8660,walking dead,20,,,
8661,wanna see,10,,,
8662,want a,39,,,
8663,want an,10,,,
8664,want my,14,,,
8665,want to,206,,,
8666,wanted it,10,,,
8667,wanted to,90,,,
8668,wants to,94,,,
8669,was  ,15,,,
8670,was a,463,,,
8671,was about,17,,,
8672,was all,25,,,
8673,was also,20,,,
8674,was amazing,10,positive,,
8675,was an,47,,,
8676,was as,10,,,
8677,was at,10,,,
8678,was awesome,10,positive,,
8679,was awful,19,negative,,
8680,was bad,10,negative,,
8681,was better,28,between,,
8682,was bored,25,negative,,
8683,was completely,10,,,
8684,was considered,10,,,
8685,was constantly,10,,,
8686,was cooked,10,,,
8687,was de,25,,,
8688,was done,15,,,
8689,was dying,10,,,
8690,was entertained,10,positive,,
8691,was even,10,,,
8692,was excited,7,between,,
8693,was expecting,14,between,,
8694,was extremely,10,,,
8695,was fantastic,15,positive,,
8696,was for,20,,,
8697,was fun,35,positive,,
8698,was funny,20,positive,,
8699,was given,10,,,
8700,was going,30,,,
8701,was good,25,positive,,
8702,was great,34,positive,,
8703,was half,10,,,
8704,was handled,10,,,
8705,was he,20,,,
8706,was hilarious,28,positive,,
8707,was hoping,19,,,
8708,was in,75,,,
8709,was interesting,9,positive,,
8710,was it,20,,,
8711,was just,59,,,
8712,was lame,9,,,
8713,was laugh,25,,,
8714,was laughing,20,,,
8715,was little,10,,,
8716,was made,10,,,
8717,was mildly,10,,,
8718,was more,14,,,
8719,was never,25,,,
8720,was no,105,,,
8721,was not,83,,,
8722,was nothing,10,,,
8723,was okay,19,between,,
8724,was on,60,,,
8725,was one,33,,,
8726,was only,10,,,
8727,was originally,15,,,
8728,was over,15,,,
8729,was pleasantly,10,,,
8730,was pretty,70,between,,
8731,was probably,14,,,
8732,was rated,9,,,
8733,was really,28,,,
8734,was rushed,10,negative,,
8735,was set,10,,,
8736,was simply,10,,,
8737,was so,69,,,
8738,was some,20,,,
8739,was somewhat,10,between,,
8740,was still,15,,,
8741,was supposed,10,,,
8742,was surprised,9,,,
8743,was terrible,29,negative,,
8744,was that,20,,,
8745,was the,148,,,
8746,was there,10,,,
8747,was to,25,,,
8748,was trying,10,,,
8749,was very,61,,,
8750,was way,23,,,
8751,was wayy,8,,,
8752,was with,10,,,
8753,was worth,14,positive,,
8754,wasnt a,45,negative,,
8755,wasnt all,15,negative,,
8756,wasnt as,14,negative,,
8757,wasnt complete,10,negative,,
8758,wasnt expecting,10,negative,,
8759,wasnt funny,15,negative,,
8760,wasnt scary,15,negative,,
8761,wasnt the,19,negative,,
8762,wasnt this,9,negative,,
8763,waste in,10,negative,,
8764,waste of,87,negative,,
8765,waste your,24,negative,,
8766,wasted opportunity,15,negative,,
8767,watch  ,15,,,
8768,watch an,10,,,
8769,watch especially,10,,,
8770,watch him,10,,,
8771,watch i,45,,,
8772,watch if,10,,,
8773,watch it,25,,,
8774,watch that,10,,,
8775,watch the,44,,,
8776,watch this,40,,,
8777,watch with,10,,,
8778,watchable  ,10,between,,
8779,watchable but,20,between,,
8780,watched it,14,,,
8781,watched the,10,,,
8782,watching a,59,,,
8783,watching an,25,,,
8784,watching and,15,,,
8785,watching it,20,,,
8786,watching movies,9,,,
8787,watching the,24,,,
8788,watching this,40,,,
8789,way  th,10,,,
8790,way a,75,,,
8791,way and,15,,,
8792,way back,10,,,
8793,way better,10,positive,,
8794,way but,10,,,
8795,way for,16,,,
8796,way he,15,,,
8797,way i,95,,,
8798,way in,20,,,
8799,way it,40,,,
8800,way its,10,,,
8801,way of,15,,,
8802,way out,22,,,
8803,way this,10,,,
8804,way through,48,,,
8805,way to,119,,,
8806,way too,59,,,
8807,way you,15,,,
8808,ways  ,20,,,
8809,ways but,15,,,
8810,ways to,14,,,
8811,wayy better,9,positive,,
8812,we all,32,,,
8813,we are,40,,,
8814,we came,10,,,
8815,we can,9,,,
8816,we could,10,,,
8817,we dont,10,,,
8818,we found,7,,,
8819,we get,39,,,
8820,we go,10,,,
8821,we had,9,,,
8822,we have,44,,,
8823,we know,20,,,
8824,we like,15,positive,,
8825,we love,9,,,
8826,we see,15,,,
8827,we walked,28,,,
8828,we were,25,,,
8829,wealthy mr,10,,,
8830,weapon in,10,,,
8831,wedding planner,15,,,
8832,wedding to,10,,,
8833,week before,10,,,
8834,well  ,19,between,,
8835,well a,110,,,
8836,well acted,14,positive,,
8837,well and,25,,,
8838,well as,50,,,
8839,well at,10,,,
8840,well but,14,between,,
8841,well done,23,positive,,
8842,well enough,20,,,
8843,well executed,10,positive,,
8844,well have,15,,,
8845,well he,10,,,
8846,well if,20,,,
8847,well in,10,,,
8848,well it,20,,,
8849,well its,9,,,
8850,well not,10,,,
8851,well of,22,,,
8852,well off,10,between,,
8853,well see,10,,,
8854,well the,35,,,
8855,well this,15,,,
8856,well together,15,,,
8857,well with,15,,,
8858,well you,10,,,
8859,wellacted and,10,,,
8860,wells and,14,,,
8861,went in,45,,,
8862,went into,24,,,
8863,went to,53,,,
8864,werd uitgebracht,10,,,
8865,were a,75,,,
8866,were already,10,,,
8867,were at,10,,,
8868,were cute,14,positive,,
8869,were good,10,positive,,
8870,were great,10,positive,,
8871,were hilarious,9,positive,,
8872,were in,35,,,
8873,were just,10,,,
8874,were more,15,,,
8875,were no,49,,,
8876,were not,34,,,
8877,were only,10,,,
8878,were plenty,13,,,
8879,were read,10,,,
8880,were several,9,,,
8881,were so,59,,,
8882,were some,35,,,
8883,were the,14,,,
8884,were watching,10,,,
8885,weve got,9,,,
8886,weve seen,25,,,
8887,what a,47,,,
8888,what an,10,,,
8889,what can,8,,,
8890,what could,14,,,
8891,what happens,25,,,
8892,what he,15,,,
8893,what i,225,,,
8894,what is,71,,,
8895,what it,74,,,
8896,what its,10,,,
8897,what kind,10,,,
8898,what little,10,,,
8899,what makes,25,,,
8900,what perfection,10,positive,,
8901,what really,20,,,
8902,what she,19,,,
8903,what so,10,,,
8904,what the,72,,,
8905,what they,20,,,
8906,what this,10,,,
8907,what to,30,,,
8908,what was,54,,,
8909,what we,10,,,
8910,what would,10,,,
8911,what you,54,,,
8912,whats going,15,,,
8913,whats with,10,,,
8914,when a,30,,,
8915,when all,15,,,
8916,when brad,10,,,
8917,when hart,10,,,
8918,when he,44,,,
8919,when i,142,,,
8920,when it,83,,,
8921,when its,20,,,
8922,when norm,10,,,
8923,when on,10,,,
8924,when she,55,,,
8925,when some,10,,,
8926,when the,144,,,
8927,when their,10,,,
8928,when they,45,,,
8929,when theyre,9,,,
8930,when this,10,,,
8931,when we,25,,,
8932,when you,50,,,
8933,when youre,14,,,
8934,where a,25,,,
8935,where all,10,,,
8936,where as,10,,,
8937,where every,15,,,
8938,where greta,7,,,
8939,where he,30,,,
8940,where hes,10,,,
8941,where i,40,,,
8942,where one,10,,,
8943,where people,19,,,
8944,where the,105,,,
8945,where they,35,,,
8946,where you,30,,,
8947,whether i,30,,,
8948,whether it,25,,,
8949,whether its,20,,,
8950,whether or,10,,,
8951,whether the,10,,,
8952,which are,30,,,
8953,which do,20,between,,
8954,which does,14,between,,
8955,which doesnt,10,negative,,
8956,which has,20,,,
8957,which have,10,,,
8958,which he,10,,,
8959,which i,145,,,
8960,which is,108,,,
8961,which it,15,,,
8962,which made,10,,,
8963,which means,15,,,
8964,which shocks,10,negative,,
8965,which should,10,,,
8966,which to,10,,,
8967,which was,49,,,
8968,which we,19,,,
8969,which works,10,positive,,
8970,while  ,20,,,
8971,while burnt,9,,,
8972,while he,10,,,
8973,while in,10,,,
8974,while it,32,,,
8975,while its,8,,,
8976,while never,9,,,
8977,while the,94,,,
8978,while there,14,,,
8979,while this,10,,,
8980,while trying,10,,,
8981,whiplash with,9,,,
8982,whitaker ferrell,10,,,
8983,white people,10,,,
8984,white woman,10,,,
8985,who also,20,,,
8986,who are,10,,,
8987,who at,15,,,
8988,who by,10,,,
8989,who can,25,,,
8990,who does,10,,,
8991,who ends,10,,,
8992,who had,15,,,
8993,who has,44,,,
8994,who have,35,,,
8995,who i,159,,,
8996,who in,15,,,
8997,who is,123,,,
8998,who just,15,,,
8999,who knew,10,,,
9000,who like,25,,,
9001,who likes,10,,,
9002,who look,15,,,
9003,who looks,10,,,
9004,who needs,10,,,
9005,who offers,10,,,
9006,who play,30,,,
9007,who plays,10,,,
9008,who seems,15,,,
9009,who use,15,,,
9010,who used,10,,,
9011,who want,40,,,
9012,who wants,15,,,
9013,who was,19,,,
9014,who work,10,,,
9015,whole cast,11,,,
9016,whole family,9,,,
9017,whole lot,15,,,
9018,whole movie,24,,,
9019,whole the,20,,,
9020,whole theater,10,,,
9021,whole thing,10,,,
9022,whole time,40,,,
9023,whom he,10,,,
9024,whos not,8,,,
9025,why a,16,,,
9026,why cant,10,,,
9027,why do,19,,,
9028,why does,10,,,
9029,why he,10,,,
9030,why i,50,,,
9031,why is,13,,,
9032,why not,10,,,
9033,why she,10,,,
9034,why so,9,,,
9035,why the,59,,,
9036,why they,15,,,
9037,why this,24,,,
9038,why why,6,,,
9039,wife of,10,,,
9040,wife who,10,,,
9041,will and,10,,,
9042,will as,10,,,
9043,will be,85,,,
9044,will enjoy,15,,,
9045,will even,9,,,
9046,will farrell,15,,,
9047,will ferrel,434,,,
9048,will ferrell,384,,,
9049,will ferrells,28,,,
9050,will ferrill,10,,,
9051,will find,10,,,
9052,will get,15,,,
9053,will have,10,,,
9054,will leave,15,,,
9055,will likely,14,,,
9056,will make,39,,,
9057,will never,15,between,,
9058,will not,15,,,
9059,will probably,15,,,
9060,will say,10,,,
9061,will see,10,,,
9062,william brent,26,,,
9063,willing to,10,,,
9064,willy loman,6,,,
9065,win the,8,,,
9066,winds up,19,,,
9067,wins the,10,,,
9068,wise the,15,,,
9069,wish had,10,,,
9070,wish i,35,,,
9071,wish that,10,,,
9072,wish the,25,,,
9073,wish they,10,,,
9074,with a,479,,,
9075,with all,15,,,
9076,with an,70,,,
9077,with ben,20,,,
9078,with benjamin,10,,,
9079,with brad,25,,,
9080,with bradley,20,,,
9081,with brahms,6,,,
9082,with cliches,15,,,
9083,with cooper,10,,,
9084,with daddys,14,,,
9085,with de,20,,,
9086,with drugs,10,,,
9087,with each,10,,,
9088,with ferrell,10,,,
9089,with food,10,,,
9090,with former,10,,,
9091,with funny,10,,,
9092,with great,10,,,
9093,with hart,9,,,
9094,with her,40,,,
9095,with him,30,,,
9096,with his,45,,,
9097,with how,10,,,
9098,with humor,10,,,
9099,with in,15,,,
9100,with it,104,,,
9101,with its,59,,,
9102,with low,15,negative,,
9103,with many,15,,,
9104,with me,40,,,
9105,with most,10,,,
9106,with my,34,,,
9107,with no,70,negative,,
9108,with not,20,negative,,
9109,with nothing,15,negative,,
9110,with one,10,,,
9111,with other,10,,,
9112,with potential,15,,,
9113,with said,10,,,
9114,with so,55,,,
9115,with some,44,,,
9116,with someone,10,,,
9117,with such,9,,,
9118,with that,30,,,
9119,with the,383,,,
9120,with them,25,,,
9121,with this,79,,,
9122,with tons,10,,,
9123,with too,10,,,
9124,with two,10,,,
9125,with very,19,,,
9126,with wahlberg,10,,,
9127,with which,9,,,
9128,with will,35,,,
9129,with you,40,,,
9130,with your,25,,,
9131,within the,10,,,
9132,without a,20,,,
9133,without being,9,,,
9134,without having,10,,,
9135,without resorting,9,,,
9136,without so,10,,,
9137,without spoiling,9,,,
9138,woman in,9,,,
9139,woman who,25,,,
9140,wonder throughout,6,,,
9141,wonder why,15,,,
9142,wont be,33,,,
9143,wont disappoint,9,between,,
9144,wont do,10,,,
9145,wont make,9,,,
9146,woods to,10,,,
9147,word a,15,,,
9148,word but,10,,,
9149,work but,10,,,
9150,work for,30,,,
9151,work is,10,,,
9152,work it,8,,,
9153,work of,10,,,
9154,work on,10,,,
9155,work the,10,,,
9156,work well,10,positive,,
9157,work with,25,between,,
9158,worked well,10,positive,,
9159,worked with,10,,,
9160,working with,14,,,
9161,works a,9,,,
9162,works because,10,between,,
9163,works for,10,,,
9164,works in,15,,,
9165,world of,15,,,
9166,world where,10,,,
9167,worse a,15,,,
9168,worse movie,10,negative,,
9169,worse than,25,negative,,
9170,worst and,10,negative,,
9171,worst animated,24,negative,,
9172,worst film,27,negative,,
9173,worst films,13,negative,,
9174,worst horror,14,negative,,
9175,worst i,20,negative,,
9176,worst movie,72,negative,,
9177,worst movies,32,negative,,
9178,worst of,15,negative,,
9179,worth a,50,between,,
9180,worth fighting,9,,,
9181,worth it,19,,,
9182,worth seeing,28,between,,
9183,worth the,46,between,,
9184,worth watching,45,between,,
9185,worth your,15,between,,
9186,worthy but,10,between,,
9187,worthy of,30,between,,
9188,would be,143,,,
9189,would d,30,,,
9190,would definitely,9,between,,
9191,would expect,32,between,,
9192,would give,15,,,
9193,would have,131,,,
9194,would like,10,between,,
9195,would make,10,,,
9196,would never,15,negative,,
9197,would not,10,,,
9198,would recommend,10,,,
9199,would say,10,,,
9200,wouldnt be,10,,,
9201,wouldnt have,10,,,
9202,wouldnt pay,10,,,
9203,wouldve been,19,,,
9204,wow i,9,,,
9205,wraps up,10,,,
9206,writers of,10,,,
9207,writing is,20,,,
9208,writing was,10,,,
9209,written a,15,,,
9210,written and,10,,,
9211,written in,10,,,
9212,wrong i,20,,,
9213,wrong in,10,negative,,
9214,wrong to,10,,,
9215,wrong way,10,negative,,
9216,wrong with,14,,,
9217,wrote the,10,,,
9218,wwe super,10,,,
9219,y la,145,,,
9220,y los,25,,,
9221,y mark,24,,,
9222,year after,10,,,
9223,year but,10,,,
9224,year i,25,,,
9225,year its,10,,,
9226,year of,10,,,
9227,year old,68,,,
9228,year olds,9,,,
9229,year so,9,,,
9230,year the,10,,,
9231,yearold man,8,,,
9232,years ago,28,,,
9233,years american,10,,,
9234,years now,6,,,
9235,years to,15,,,
9236,years worst,8,negative,,
9237,yes a,24,,,
9238,yes i,50,,,
9239,yes it,30,,,
9240,yes its,15,,,
9241,yes the,30,,,
9242,yes there,20,,,
9243,yet again,15,,,
9244,yet another,27,between,,
9245,yet it,25,,,
9246,yet the,15,,,
9247,you a,188,,,
9248,you actually,10,,,
9249,you already,10,,,
9250,you also,9,,,
9251,you are,98,,,
9252,you at,10,,,
9253,you be,44,,,
9254,you believe,19,,,
9255,you can,162,,,
9256,you cannot,10,between,,
9257,you cant,49,,,
9258,you care,10,,,
9259,you chuckle,10,between,,
9260,you could,42,,,
9261,you didnt,9,between,,
9262,you do,74,,,
9263,you dont,54,negative,,
9264,you enjoy,25,,,
9265,you enjoyed,15,positive,,
9266,you ever,13,,,
9267,you excepted,10,between,,
9268,you feel,25,,,
9269,you find,15,,,
9270,you for,10,,,
9271,you get,30,,,
9272,you go,45,,,
9273,you got,20,,,
9274,you gotta,9,,,
9275,you guess,15,,,
9276,you guessed,10,,,
9277,you have,74,,,
9278,you havent,10,,,
9279,you hope,10,,,
9280,you hungry,15,,,
9281,you i,45,,,
9282,you in,15,,,
9283,you its,14,,,
9284,you jump,10,,,
9285,you just,25,,,
9286,you kidding,8,between,,
9287,you know,15,,,
9288,you laugh,30,,,
9289,you leave,10,between,,
9290,you like,41,positive,,
9291,you liked,9,positive,,
9292,you love,19,positive,,
9293,you make,10,,,
9294,you may,29,,,
9295,you might,58,,,
9296,you must,9,,,
9297,you need,20,,,
9298,you never,15,negative,,
9299,you no,15,,,
9300,you not,10,,,
9301,you or,15,,,
9302,you really,10,,,
9303,you see,49,,,
9304,you should,24,,,
9305,you take,10,,,
9306,you that,15,,,
9307,you the,35,,,
9308,you there,15,between,,
9309,you think,34,,,
9310,you this,25,,,
9311,you thought,7,between,,
9312,you to,24,,,
9313,you wanna,10,,,
9314,you want,74,,,
9315,you watch,15,,,
9316,you went,10,,,
9317,you were,24,,,
9318,you what,10,,,
9319,you will,91,,,
9320,you wont,20,,,
9321,you would,30,,,
9322,youd expect,10,between,,
9323,youd think,10,between,,
9324,youll be,20,,,
9325,youll get,15,,,
9326,youll have,9,,,
9327,young kids,10,,,
9328,young montana,10,,,
9329,young to,10,,,
9330,young woman,10,,,
9331,your a,35,,,
9332,your brain,10,,,
9333,your child,15,,,
9334,your eyes,10,,,
9335,your friend,15,,,
9336,your friends,10,,,
9337,your going,10,,,
9338,your heart,10,,,
9339,your into,10,,,
9340,your kids,25,,,
9341,your life,16,,,
9342,your lungs,10,,,
9343,your mind,15,,,
9344,your money,53,between,,
9345,your seat,15,,,
9346,your seats,10,,,
9347,your thing,10,,,
9348,your time,28,,,
9349,youre a,29,,,
9350,youre crazy,9,,,
9351,youre getting,10,,,
